time,amplitude
0.000000000000000000e+00,9.133333333333333304e-01
3.717472118959107633e-03,9.133333333333333304e-01
7.434944237918215265e-03,9.133333333333333304e-01
1.115241635687732290e-02,9.133333333333333304e-01
1.486988847583643053e-02,9.133333333333333304e-01
1.858736059479553990e-02,9.200000000000000400e-01
2.230483271375464580e-02,9.266666666666666385e-01
2.602230483271375516e-02,9.333333333333333481e-01
2.973977695167286106e-02,9.466666666666666563e-01
3.345724907063196696e-02,9.533333333333333659e-01
3.717472118959107980e-02,9.599999999999999645e-01
4.089219330855018569e-02,9.599999999999999645e-01
4.460966542750929159e-02,9.599999999999999645e-01
4.832713754646840443e-02,9.599999999999999645e-01
5.204460966542751033e-02,9.599999999999999645e-01
5.576208178438661622e-02,9.533333333333333659e-01
5.947955390334572212e-02,9.466666666666666563e-01
6.319702602230482802e-02,9.399999999999999467e-01
6.691449814126393392e-02,9.333333333333333481e-01
7.063197026022305369e-02,9.266666666666666385e-01
7.434944237918215959e-02,9.200000000000000400e-01
7.806691449814126549e-02,9.200000000000000400e-01
8.178438661710037139e-02,9.200000000000000400e-01
8.550185873605947728e-02,9.200000000000000400e-01
8.921933085501858318e-02,9.200000000000000400e-01
9.293680297397768908e-02,9.266666666666666385e-01
9.665427509293680886e-02,9.266666666666666385e-01
1.003717472118959148e-01,9.266666666666666385e-01
1.040892193308550207e-01,9.266666666666666385e-01
1.078066914498141265e-01,9.266666666666666385e-01
1.115241635687732324e-01,9.266666666666666385e-01
1.152416356877323383e-01,9.200000000000000400e-01
1.189591078066914442e-01,9.200000000000000400e-01
1.226765799256505640e-01,9.200000000000000400e-01
1.263940520446096560e-01,9.200000000000000400e-01
1.301115241635687758e-01,9.133333333333333304e-01
1.338289962825278678e-01,9.133333333333333304e-01
1.375464684014869876e-01,9.133333333333333304e-01
1.412639405204461074e-01,9.133333333333333304e-01
1.449814126394051994e-01,9.133333333333333304e-01
1.486988847583643192e-01,9.133333333333333304e-01
1.524163568773234112e-01,9.133333333333333304e-01
1.561338289962825310e-01,9.133333333333333304e-01
1.598513011152416230e-01,9.133333333333333304e-01
1.635687732342007428e-01,9.133333333333333304e-01
1.672862453531598625e-01,9.133333333333333304e-01
1.710037174721189546e-01,9.200000000000000400e-01
1.747211895910780743e-01,9.200000000000000400e-01
1.784386617100371664e-01,9.200000000000000400e-01
1.821561338289962861e-01,9.200000000000000400e-01
1.858736059479553782e-01,9.200000000000000400e-01
1.895910780669144979e-01,9.200000000000000400e-01
1.933085501858736177e-01,9.200000000000000400e-01
1.970260223048327097e-01,9.133333333333333304e-01
2.007434944237918295e-01,9.133333333333333304e-01
2.044609665427509215e-01,9.133333333333333304e-01
2.081784386617100413e-01,9.133333333333333304e-01
2.118959107806691333e-01,9.533333333333333659e-01
2.156133828996282531e-01,9.933333333333332904e-01
2.193308550185873729e-01,9.933333333333332904e-01
2.230483271375464649e-01,9.933333333333332904e-01
2.267657992565055847e-01,9.866666666666666918e-01
2.304832713754646767e-01,9.533333333333333659e-01
2.342007434944237965e-01,9.133333333333333304e-01
2.379182156133828885e-01,9.066666666666666208e-01
2.416356877323420083e-01,9.133333333333333304e-01
2.453531598513011280e-01,9.133333333333333304e-01
2.490706319702602201e-01,9.133333333333333304e-01
2.527881040892193121e-01,9.133333333333333304e-01
2.565055762081784319e-01,9.133333333333333304e-01
2.602230483271375516e-01,9.133333333333333304e-01
2.639405204460966714e-01,9.133333333333333304e-01
2.676579925650557357e-01,9.133333333333333304e-01
2.713754646840148554e-01,9.200000000000000400e-01
2.750929368029739752e-01,9.266666666666666385e-01
2.788104089219330950e-01,9.399999999999999467e-01
2.825278810408922148e-01,9.466666666666666563e-01
2.862453531598512790e-01,9.533333333333333659e-01
2.899628252788103988e-01,9.599999999999999645e-01
2.936802973977695186e-01,9.599999999999999645e-01
2.973977695167286384e-01,9.599999999999999645e-01
3.011152416356877581e-01,9.599999999999999645e-01
3.048327137546468224e-01,9.599999999999999645e-01
3.085501858736059422e-01,9.533333333333333659e-01
3.122676579925650620e-01,9.466666666666666563e-01
3.159851301115241817e-01,9.333333333333333481e-01
3.197026022304832460e-01,9.266666666666666385e-01
3.234200743494423658e-01,9.200000000000000400e-01
3.271375464684014855e-01,9.200000000000000400e-01
3.308550185873606053e-01,9.200000000000000400e-01
3.345724907063197251e-01,9.200000000000000400e-01
3.382899628252787894e-01,9.200000000000000400e-01
3.420074349442379091e-01,9.266666666666666385e-01
3.457249070631970289e-01,9.266666666666666385e-01
3.494423791821561487e-01,9.266666666666666385e-01
3.531598513011152685e-01,9.266666666666666385e-01
3.568773234200743327e-01,9.266666666666666385e-01
3.605947955390334525e-01,9.266666666666666385e-01
3.643122676579925723e-01,9.266666666666666385e-01
3.680297397769516921e-01,9.266666666666666385e-01
3.717472118959107563e-01,9.200000000000000400e-01
3.754646840148698761e-01,9.200000000000000400e-01
3.791821561338289959e-01,9.200000000000000400e-01
3.828996282527881156e-01,9.133333333333333304e-01
3.866171003717472354e-01,9.133333333333333304e-01
3.903345724907062997e-01,9.133333333333333304e-01
3.940520446096654195e-01,9.133333333333333304e-01
3.977695167286245392e-01,9.133333333333333304e-01
4.014869888475836590e-01,9.133333333333333304e-01
4.052044609665427233e-01,9.133333333333333304e-01
4.089219330855018431e-01,9.133333333333333304e-01
4.126394052044609628e-01,9.133333333333333304e-01
4.163568773234200826e-01,9.133333333333333304e-01
4.200743494423792024e-01,9.133333333333333304e-01
4.237918215613382666e-01,9.200000000000000400e-01
4.275092936802973864e-01,9.200000000000000400e-01
4.312267657992565062e-01,9.200000000000000400e-01
4.349442379182156260e-01,9.200000000000000400e-01
4.386617100371747457e-01,9.200000000000000400e-01
4.423791821561338100e-01,9.200000000000000400e-01
4.460966542750929298e-01,9.133333333333333304e-01
4.498141263940520496e-01,9.133333333333333304e-01
4.535315985130111693e-01,9.133333333333333304e-01
4.572490706319702336e-01,9.133333333333333304e-01
4.609665427509293534e-01,9.266666666666666385e-01
4.646840148698884732e-01,9.799999999999999822e-01
4.684014869888475929e-01,9.933333333333332904e-01
4.721189591078067127e-01,9.933333333333332904e-01
4.758364312267657770e-01,9.933333333333332904e-01
4.795539033457248967e-01,9.733333333333333837e-01
4.832713754646840165e-01,9.399999999999999467e-01
4.869888475836431363e-01,8.599999999999999867e-01
4.907063197026022561e-01,9.066666666666666208e-01
4.944237918215613203e-01,9.133333333333333304e-01
4.981412639405204401e-01,9.133333333333333304e-01
5.018587360594795044e-01,9.133333333333333304e-01
5.055762081784386242e-01,9.133333333333333304e-01
5.092936802973977439e-01,9.133333333333333304e-01
5.130111524163568637e-01,9.133333333333333304e-01
5.167286245353159835e-01,9.133333333333333304e-01
5.204460966542751033e-01,9.200000000000000400e-01
5.241635687732342230e-01,9.266666666666666385e-01
5.278810408921933428e-01,9.333333333333333481e-01
5.315985130111524626e-01,9.466666666666666563e-01
5.353159851301114713e-01,9.533333333333333659e-01
5.390334572490705911e-01,9.599999999999999645e-01
5.427509293680297109e-01,9.599999999999999645e-01
5.464684014869888307e-01,9.599999999999999645e-01
5.501858736059479504e-01,9.599999999999999645e-01
5.539033457249070702e-01,9.599999999999999645e-01
5.576208178438661900e-01,9.533333333333333659e-01
5.613382899628253098e-01,9.466666666666666563e-01
5.650557620817844295e-01,9.399999999999999467e-01
5.687732342007435493e-01,9.333333333333333481e-01
5.724907063197025581e-01,9.266666666666666385e-01
5.762081784386616778e-01,9.200000000000000400e-01
5.799256505576207976e-01,9.200000000000000400e-01
5.836431226765799174e-01,9.200000000000000400e-01
5.873605947955390372e-01,9.200000000000000400e-01
5.910780669144981569e-01,9.200000000000000400e-01
5.947955390334572767e-01,9.266666666666666385e-01
5.985130111524163965e-01,9.266666666666666385e-01
6.022304832713755163e-01,9.266666666666666385e-01
6.059479553903345250e-01,9.266666666666666385e-01
6.096654275092936448e-01,9.266666666666666385e-01
6.133828996282527646e-01,9.266666666666666385e-01
6.171003717472118844e-01,9.266666666666666385e-01
6.208178438661710041e-01,9.200000000000000400e-01
6.245353159851301239e-01,9.200000000000000400e-01
6.282527881040892437e-01,9.200000000000000400e-01
6.319702602230483635e-01,9.133333333333333304e-01
6.356877323420074832e-01,9.133333333333333304e-01
6.394052044609664920e-01,9.133333333333333304e-01
6.431226765799256118e-01,9.133333333333333304e-01
6.468401486988847315e-01,9.133333333333333304e-01
6.505576208178438513e-01,9.133333333333333304e-01
6.542750929368029711e-01,9.133333333333333304e-01
6.579925650557620909e-01,9.133333333333333304e-01
6.617100371747212106e-01,9.133333333333333304e-01
6.654275092936803304e-01,9.133333333333333304e-01
6.691449814126394502e-01,9.133333333333333304e-01
6.728624535315984589e-01,9.200000000000000400e-01
6.765799256505575787e-01,9.200000000000000400e-01
6.802973977695166985e-01,9.200000000000000400e-01
6.840148698884758183e-01,9.200000000000000400e-01
6.877323420074349380e-01,9.200000000000000400e-01
6.914498141263940578e-01,9.200000000000000400e-01
6.951672862453531776e-01,9.200000000000000400e-01
6.988847583643122974e-01,9.133333333333333304e-01
7.026022304832714171e-01,9.133333333333333304e-01
7.063197026022305369e-01,9.133333333333333304e-01
7.100371747211895457e-01,9.133333333333333304e-01
7.137546468401486655e-01,9.533333333333333659e-01
7.174721189591077852e-01,9.933333333333332904e-01
7.211895910780669050e-01,9.933333333333332904e-01
7.249070631970260248e-01,9.933333333333332904e-01
7.286245353159851446e-01,9.866666666666666918e-01
7.323420074349442643e-01,9.533333333333333659e-01
7.360594795539033841e-01,9.066666666666666208e-01
7.397769516728625039e-01,9.066666666666666208e-01
7.434944237918215126e-01,9.133333333333333304e-01
7.472118959107806324e-01,9.133333333333333304e-01
7.509293680297397522e-01,9.133333333333333304e-01
7.546468401486988720e-01,9.133333333333333304e-01
7.583643122676579917e-01,9.133333333333333304e-01
7.620817843866171115e-01,9.133333333333333304e-01
7.657992565055762313e-01,9.133333333333333304e-01
7.695167286245353511e-01,9.133333333333333304e-01
7.732342007434944708e-01,9.200000000000000400e-01
7.769516728624534796e-01,9.266666666666666385e-01
7.806691449814125994e-01,9.399999999999999467e-01
7.843866171003717191e-01,9.466666666666666563e-01
7.881040892193308389e-01,9.533333333333333659e-01
7.918215613382899587e-01,9.599999999999999645e-01
7.955390334572490785e-01,9.599999999999999645e-01
7.992565055762081982e-01,9.599999999999999645e-01
8.029739776951673180e-01,9.599999999999999645e-01
8.066914498141264378e-01,9.599999999999999645e-01
8.104089219330854466e-01,9.533333333333333659e-01
8.141263940520445663e-01,9.466666666666666563e-01
8.178438661710036861e-01,9.399999999999999467e-01
8.215613382899628059e-01,9.266666666666666385e-01
8.252788104089219257e-01,9.200000000000000400e-01
8.289962825278810454e-01,9.200000000000000400e-01
8.327137546468401652e-01,9.200000000000000400e-01
8.364312267657992850e-01,9.200000000000000400e-01
8.401486988847584048e-01,9.200000000000000400e-01
8.438661710037175245e-01,9.200000000000000400e-01
8.475836431226765333e-01,9.266666666666666385e-01
8.513011152416356531e-01,9.266666666666666385e-01
8.550185873605947728e-01,9.266666666666666385e-01
8.587360594795538926e-01,9.266666666666666385e-01
8.624535315985130124e-01,9.266666666666666385e-01
8.661710037174721322e-01,9.266666666666666385e-01
8.698884758364312519e-01,9.266666666666666385e-01
8.736059479553903717e-01,9.200000000000000400e-01
8.773234200743494915e-01,9.200000000000000400e-01
8.810408921933085002e-01,9.200000000000000400e-01
8.847583643122676200e-01,9.133333333333333304e-01
8.884758364312267398e-01,9.133333333333333304e-01
8.921933085501858596e-01,9.133333333333333304e-01
8.959107806691449793e-01,9.133333333333333304e-01
8.996282527881040991e-01,9.133333333333333304e-01
9.033457249070632189e-01,9.133333333333333304e-01
9.070631970260223387e-01,9.133333333333333304e-01
9.107806691449814585e-01,9.133333333333333304e-01
9.144981412639404672e-01,9.133333333333333304e-01
9.182156133828995870e-01,9.133333333333333304e-01
9.219330855018587068e-01,9.133333333333333304e-01
9.256505576208178265e-01,9.200000000000000400e-01
9.293680297397769463e-01,9.200000000000000400e-01
9.330855018587360661e-01,9.200000000000000400e-01
9.368029739776951859e-01,9.200000000000000400e-01
9.405204460966543056e-01,9.200000000000000400e-01
9.442379182156134254e-01,9.200000000000000400e-01
9.479553903345725452e-01,9.133333333333333304e-01
9.516728624535315539e-01,9.133333333333333304e-01
9.553903345724906737e-01,9.133333333333333304e-01
9.591078066914497935e-01,9.133333333333333304e-01
9.628252788104089133e-01,9.200000000000000400e-01
9.665427509293680330e-01,9.733333333333333837e-01
9.702602230483271528e-01,1.000000000000000000e+00
9.739776951672862726e-01,9.933333333333332904e-01
9.776951672862453924e-01,1.000000000000000000e+00
9.814126394052045121e-01,9.799999999999999822e-01
9.851301115241635209e-01,9.466666666666666563e-01
9.888475836431226407e-01,9.066666666666666208e-01
9.925650557620817604e-01,9.133333333333333304e-01
9.962825278810408802e-01,9.133333333333333304e-01
1.000000000000000000e+00,9.133333333333333304e-01
